variant,fraction_bin,cumulative_fce,cumulative_true_progress,commitment_debt_after,fce_per_progress
no_verify_first,0.66,117.79255058214287,74.09298439107144,21.07277644392857,1.5897935756025159
no_verify_first,0.68,164.83415979285715,93.39149708392857,16.02362003,1.7649803776539192
no_verify_first,0.7,170.37119316071428,93.39149708392857,18.923924805000002,1.8242687876349815
no_verify_first,0.72,172.60287157500002,93.39149708392857,16.032832984285715,1.8481647362380988
no_verify_first,0.74,176.93689795535715,93.39149708392857,16.345909118214287,1.8945718130671838
no_verify_first,0.76,177.50751356071427,93.84348265535714,11.765287098214285,1.8915273446597851
no_verify_first,0.78,179.91980700714288,94.35021061964287,11.856564739285714,1.906935933958426
no_verify_first,0.8,183.5978988660714,94.89431972678572,12.050451804642858,1.9347617370004435
no_verify_first,0.82,185.3372655875,95.4427659232143,13.508469695714286,1.9418681321181295
no_verify_first,0.84,187.3009319875,105.03335536249999,12.529342064285714,1.7832519140331298
no_verify_first,0.86,187.9205477017857,107.01648621964286,15.1055488825,1.755996242635865
no_verify_first,0.88,188.04406484464286,107.94826413392857,15.320582711071427,1.74198322088201
no_verify_first,0.9,188.47034341607144,109.25848657678571,12.68364427,1.7249950033274208
no_verify_first,0.92,188.95477127321428,110.81101799642856,13.972195158928571,1.705198406166653
no_verify_first,0.94,188.95477127321428,113.20980935714286,13.931692742857141,1.6690671271878823
no_verify_first,0.96,188.95477127321428,115.21651211071428,12.638922381071428,1.6399973216655193
no_verify_first,0.98,188.95477127321428,117.59166923928571,13.372942923928573,1.6068720896266278
